date,month,ticker,mom_1m,mom_3m,mom_6m,vol_1m,vol_3m,vol_6m,volume_ratio,fwd_ret_1m
2018-07-31,2018-07,AKAM,0.027720861480810877,0.062394212688230866,0.13070920818435994,0.01537273812115718,0.01573931320808794,0.017518304732771134,1.1247324661876394,-0.0003986018927102375
2018-08-31,2018-08,AKAM,0.011577822085145906,-0.025042173515220534,0.0763501220091154,0.012527778399738886,0.01667279892031679,0.017299069375517773,0.5624829133223511,-0.07625759614164229
2018-09-28,2018-09,AKAM,-0.027648567569324545,-0.0010924734041694029,0.0563177115650384,0.010474148127640338,0.014896446441566654,0.01527747490396355,1.1168977943288034,-0.1517430219723429
2018-10-31,2018-10,AKAM,0.04091623956275581,-0.027329009324952636,0.011196684197724016,0.04304658816042092,0.026603310653202053,0.02242436262545066,2.2276393329985993,-0.04844290657439443
2018-11-30,2018-11,AKAM,-0.04844290657439443,-0.08504124888945297,-0.10795380469403282,0.01843612701696671,0.02769731377307297,0.02277144349466384,0.8850310656294054,-0.16072726162997164
2018-12-31,2018-12,AKAM,-0.12241374755538736,-0.16500341002117558,-0.16591562158829964,0.02062507246988653,0.029463532688722382,0.023286814633885662,0.6654090080842954,0.06581526723240105
2019-01-31,2019-01,AKAM,0.06581526723240105,0.04915389644741319,-0.1349987161004651,0.016439980987299166,0.028342021268784275,0.02344494112354526,0.884382077067169,0.0797235416751878
2019-02-28,2019-02,AKAM,0.08555408523949315,0.018421083452077935,-0.06509191162353734,0.01127182886980229,0.017359733697889103,0.02278836460818211,0.9165565871924576,0.029428586198572804
2019-03-29,2019-03,AKAM,0.029428586198572804,0.16317919399192315,-0.011033002733261243,0.014030252553163326,0.013951671075166172,0.02309468912222603,0.636454349488909,0.1164412017950942
2019-04-30,2019-04,AKAM,0.1164412017950942,0.24762349763223623,0.2649707126003866,0.008387846740201502,0.01138969400288928,0.02163631962901488,2.051603408032563,-0.040594555322355785
2019-05-31,2019-05,AKAM,-0.07008884798874038,0.06006476990328724,0.11528786370742061,0.013125566672396005,0.012265704865783586,0.01503083389718608,1.0673147385286725,0.06661354302559341
2019-06-28,2019-06,AKAM,0.043353755199828425,0.11755683186169685,0.29991885492505554,0.01578183910213698,0.01291139400630303,0.01339170595620546,1.0492483678845492,0.048540047657535945
2019-07-31,2019-07,AKAM,0.09641702245356143,0.08748761423733131,0.3623433904372284,0.012039218871649951,0.01368043013231989,0.012603667135424237,4.369357520520106,0.014183592862321515
2019-08-30,2019-08,AKAM,-0.010875633673239737,0.2100189087998423,0.268032381455394,0.021912349833085484,0.01656646218063504,0.014675048216518717,0.8587509256973588,0.02210256121855303
2019-09-30,2019-09,AKAM,0.02237637124030578,0.1368499673534418,0.25178078429339656,0.01362232895540299,0.016490297703754098,0.014681280875812204,0.8496299063295559,-0.038192142357927006
2019-10-31,2019-10,AKAM,-0.03749863851773616,-0.020606880673833095,0.08084469972998254,0.012027265639019201,0.016108292723536928,0.015114016629939428,1.1486069972097017,-0.010173378652230891
2019-11-29,2019-11,AKAM,-0.003089559960546051,-0.022551268582686523,0.1827314473973678,0.011138529508071746,0.012216143069841342,0.014599809810473631,0.3612945143120546,-0.008494094006362918
2019-12-31,2019-12,AKAM,-0.008494094006362918,-0.05181121075478334,0.07357691071721328,0.012122686135137742,0.011654247835255434,0.014302070961164162,0.48824775594385833,0.08068999122858078
2020-01-31,2020-01,AKAM,0.08068999122858078,0.06820001288589816,0.0359560297616659,0.011250547405254361,0.011481953060686403,0.014032729413685255,0.8124942323712823,-0.032886981735466225
2020-02-28,2020-02,AKAM,-0.08783208059163683,-0.024580000509257127,-0.01904978181956596,0.01781130920510634,0.01422885303960284,0.013191558103772769,2.487402939795587,0.08877586539741134
2020-03-31,2020-03,AKAM,0.006379872162538325,0.06532371669502202,0.0012037712153405433,0.056168737908616796,0.03477809060697039,0.02585676506106583,0.9717658441672359,0.06798558712357661
2020-04-30,2020-04,AKAM,0.06798558712357661,0.03276607603976611,0.11173056960995731,0.02445462994498342,0.036935911349755095,0.027216932494212497,1.5163945823604565,0.08187493680236146
2020-05-29,2020-05,AKAM,0.08102585146246666,0.222980007388633,0.19291915818420913,0.019925875157934047,0.03708554226711233,0.02805317057982668,2.4875788191714707,-0.007656003446351756
2020-06-30,2020-06,AKAM,0.013054557424744706,0.17051042560247764,0.24697251703310363,0.017943094698046766,0.02065617304922247,0.02849318598357999,0.7705986433203094,0.03184241085740758
2020-07-31,2020-07,AKAM,0.05746262113358758,0.172960585494345,0.2044992424137786,0.021497875585523584,0.01940833976518832,0.02942321510747077,0.6203922848373195,0.03548557254655682
2020-08-31,2020-08,AKAM,0.03548557254655682,0.10328818015695163,0.28965442932499963,0.010496240655339701,0.017038354950362378,0.02842960522315766,0.8151970347249317,-0.05058833096461479
2020-09-30,2020-09,AKAM,-0.05058833096461479,0.039593708379332515,0.20676858904923656,0.024152720024170293,0.01943134653404389,0.020011234695716452,0.6973462822274917,-0.13316447529208797
2020-10-30,2020-10,AKAM,-0.1347220732964598,-0.15808107700198148,-0.025409792687615895,0.022981192804530367,0.020127760272446126,0.019805730086550562,1.7081054292051712,0.0955634574791604
2020-11-30,2020-11,AKAM,0.08025466985909047,-0.11096794756575257,-0.019141444768619453,0.017065511882238323,0.021697163783781937,0.01950104243249004,1.4602932319283868,0.011013422530395278
2020-12-31,2020-12,AKAM,0.007484874639184902,-0.04493770970337818,-0.07187062133498912,0.00869260822906205,0.017549959836663832,0.01754897180524028,0.5221433277212503,0.0687684671645723
2021-01-29,2021-01,AKAM,0.040483551043838606,0.13993836796600578,0.004796369043410742,0.025288457384303346,0.018026126308647396,0.019181340037799643,1.4080860104294082,-0.13662972472061286
2021-02-26,2021-02,AKAM,-0.21537696708388876,-0.07822860813182453,-0.15910302269449594,0.03073319448408069,0.022499366977058063,0.02206821547726874,1.35267270529285,0.09100527485842425
2021-03-31,2021-03,AKAM,0.06300856329094473,-0.04507541561110984,-0.08371547194710505,0.016113532860896784,0.023979271337414614,0.02086814056236399,0.7125222436017997,0.06673204436249525
2021-04-30,2021-04,AKAM,0.06673204436249525,-0.020985336005327704,0.11601637828887434,0.012087570615823624,0.020438994007283783,0.019229819135130267,0.8247571272123503,0.04737812024347221
2021-05-28,2021-05,AKAM,0.03827271894975137,0.19043147986393394,0.10092540424429397,0.011128570862237994,0.01296030150340377,0.01840879850098364,0.6249768384564292,0.028193689226120533
2021-06-30,2021-06,AKAM,0.02415458969571338,0.14425904541825663,0.092681093379257,0.008196318264122104,0.010332133122157321,0.018436427813671736,0.6889070562188788,0.028473411134401383
2021-07-30,2021-07,AKAM,0.028473411134401383,0.10321988533307458,0.08006844535160096,0.007980728349835688,0.008929105588153246,0.015732112589975707,0.7231592237095547,-0.057538372508629254
2021-08-31,2021-08,AKAM,-0.04751893568856824,-0.014446119651954636,0.21239691210865974,0.016211859844800457,0.011377877980135042,0.012024739078212748,1.6554425615304265,-0.07646802350648452
